date,time,score,feature_list,model,hyper_param,explanation
20191121,0hr,2.41597991992846,"['in_out', 'latitude', 'longitude', 'ride_6_7', 'ride_7_8', 'ride_8_9', 'ride_9_10', 'ride_10_11', 'ride_11_12', 'ride_6_12', 'takeoff_6_7', 'takeoff_7_8', 'takeoff_8_9', 'takeoff_9_10', 'takeoff_10_11', 'takeoff_11_12', 'takeoff_6_12', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'dis_jejusi', 'dis_seoquipo', 'day_type_1', 'day_type_2', 'day_type_3', 'bus_route_id_freq', 'station_code_freq', 'station_name_freq', 'high_move_0', 'high_move_1', 'high_move_2', 'high_move_3', 'dis_1', 'dis_2', 'dis_3', 'move_18_20', 'bus_route_id_ride_6_12_count_morning', 'bus_route_id_ride_6_12_max_morning', 'bus_route_id_ride_6_12_mean_morning', 'bus_route_id_ride_6_12_min_morning', 'station_code_ride_6_12_count_morning', 'station_code_ride_6_12_max_morning', 'station_code_ride_6_12_mean_morning', 'station_code_ride_6_12_min_morning', 'station_name_ride_6_12_count_morning', 'station_name_ride_6_12_max_morning', 'station_name_ride_6_12_mean_morning', 'station_name_ride_6_12_min_morning', 'station_code_takeoff_6_12_mean_morning', 'station_code_takeoff_6_12_max_morning', 'station_code_takeoff_6_12_min_morning', 'station_code_takeoff_6_12_count_morning', 'station_name_takeoff_6_12_mean_morning', 'station_name_takeoff_6_12_max_morning', 'station_name_takeoff_6_12_min_morning', 'station_name_takeoff_6_12_count_morning', 'bus_route_id_takeoff_6_12_mean_morning', 'bus_route_id_takeoff_6_12_max_morning', 'bus_route_id_takeoff_6_12_min_morning', 'bus_route_id_takeoff_6_12_count_morning', 'inout_bus_route_id_freq', 'inout_bus_route_id_ride_6_12_mean', 'inout_bus_route_id_ride_6_12_min', 'inout_bus_route_id_ride_6_12_max', 'inout_bus_route_id_ride_6_12_sum', 'inout_bus_route_id_takeoff_6_12_mean', 'inout_bus_route_id_takeoff_6_12_min', 'inout_bus_route_id_takeoff_6_12_max', 'inout_bus_route_id_takeoff_6_12_sum']",rf,n_estimatior : 100,"in_out and bus_route_id concat / freq encoding, ride,takeoff_6_12 mean min max sum"
20191121,2hr,2.4087108627165748,"['in_out', 'latitude', 'longitude', 'ride_6_7', 'ride_7_8', 'ride_8_9', 'ride_9_10', 'ride_10_11', 'ride_11_12', 'ride_6_12', 'takeoff_6_7', 'takeoff_7_8', 'takeoff_8_9', 'takeoff_9_10', 'takeoff_10_11', 'takeoff_11_12', 'takeoff_6_12', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'dis_jejusi', 'dis_seoquipo', 'day_type_1', 'day_type_2', 'day_type_3', 'bus_route_id_freq', 'station_code_freq', 'station_name_freq', 'high_move_0', 'high_move_1', 'high_move_2', 'high_move_3', 'dis_1', 'dis_2', 'dis_3', 'move_18_20', 'bus_route_id_ride_6_12_count_morning', 'bus_route_id_ride_6_12_max_morning', 'bus_route_id_ride_6_12_mean_morning', 'bus_route_id_ride_6_12_min_morning', 'station_code_ride_6_12_count_morning', 'station_code_ride_6_12_max_morning', 'station_code_ride_6_12_mean_morning', 'station_code_ride_6_12_min_morning', 'station_name_ride_6_12_count_morning', 'station_name_ride_6_12_max_morning', 'station_name_ride_6_12_mean_morning', 'station_name_ride_6_12_min_morning', 'station_code_takeoff_6_12_mean_morning', 'station_code_takeoff_6_12_max_morning', 'station_code_takeoff_6_12_min_morning', 'station_code_takeoff_6_12_count_morning', 'station_name_takeoff_6_12_mean_morning', 'station_name_takeoff_6_12_max_morning', 'station_name_takeoff_6_12_min_morning', 'station_name_takeoff_6_12_count_morning', 'bus_route_id_takeoff_6_12_mean_morning', 'bus_route_id_takeoff_6_12_max_morning', 'bus_route_id_takeoff_6_12_min_morning', 'bus_route_id_takeoff_6_12_count_morning', 'inout_bus_route_id_freq', 'inout_bus_route_id_ride_6_12_max', 'inout_bus_route_id_ride_6_12_mean', 'inout_bus_route_id_ride_6_12_min', 'inout_bus_route_id_ride_6_12_sum', 'inout_bus_route_id_takeoff_6_12_max', 'inout_bus_route_id_takeoff_6_12_mean', 'inout_bus_route_id_takeoff_6_12_min', 'inout_bus_route_id_takeoff_6_12_sum', 'inout_station_code_freq', 'inout_station_code_ride_6_12_mean', 'inout_station_code_ride_6_12_min', 'inout_station_code_ride_6_12_max', 'inout_station_code_ride_6_12_sum', 'inout_station_code_takeoff_6_12_mean', 'inout_station_code_takeoff_6_12_min', 'inout_station_code_takeoff_6_12_max', 'inout_station_code_takeoff_6_12_sum']",rf,n_estimatior : 100,"in_out and station_code concat / freq encoding, ride,takeoff_6_12 mean min max sum"
20191121,15hr,2.389730526390208,"['in_out', 'latitude', 'longitude', 'ride_6_7', 'ride_7_8', 'ride_8_9', 'ride_9_10', 'ride_10_11', 'ride_11_12', 'ride_6_12', 'takeoff_6_7', 'takeoff_7_8', 'takeoff_8_9', 'takeoff_9_10', 'takeoff_10_11', 'takeoff_11_12', 'takeoff_6_12', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'dis_jejusi', 'dis_seoquipo', 'day_type_1', 'day_type_2', 'day_type_3', 'bus_route_id_freq', 'station_code_freq', 'station_name_freq', 'high_move_0', 'high_move_1', 'high_move_2', 'high_move_3', 'dis_1', 'dis_2', 'dis_3', 'move_18_20', 'bus_route_id_ride_6_12_count_morning', 'bus_route_id_ride_6_12_max_morning', 'bus_route_id_ride_6_12_mean_morning', 'bus_route_id_ride_6_12_min_morning', 'station_code_ride_6_12_count_morning', 'station_code_ride_6_12_max_morning', 'station_code_ride_6_12_mean_morning', 'station_code_ride_6_12_min_morning', 'station_name_ride_6_12_count_morning', 'station_name_ride_6_12_max_morning', 'station_name_ride_6_12_mean_morning', 'station_name_ride_6_12_min_morning', 'station_code_takeoff_6_12_mean_morning', 'station_code_takeoff_6_12_max_morning', 'station_code_takeoff_6_12_min_morning', 'station_code_takeoff_6_12_count_morning', 'station_name_takeoff_6_12_mean_morning', 'station_name_takeoff_6_12_max_morning', 'station_name_takeoff_6_12_min_morning', 'station_name_takeoff_6_12_count_morning', 'bus_route_id_takeoff_6_12_mean_morning', 'bus_route_id_takeoff_6_12_max_morning', 'bus_route_id_takeoff_6_12_min_morning', 'bus_route_id_takeoff_6_12_count_morning', 'inout_bus_route_id_freq', 'inout_bus_route_id_ride_6_12_mean', 'inout_bus_route_id_ride_6_12_min', 'inout_bus_route_id_ride_6_12_max', 'inout_bus_route_id_ride_6_12_sum', 'inout_bus_route_id_takeoff_6_12_mean', 'inout_bus_route_id_takeoff_6_12_min', 'inout_bus_route_id_takeoff_6_12_max', 'inout_bus_route_id_takeoff_6_12_sum', 'weekday_var_ride_6_12_mean_station', 'weekday_var_ride_6_12_max_station', 'weekday_var_ride_6_12_min_station', 'weekday_var_ride_6_12_count_station']",rf,n_estimatior : 100,"by weekday, stationcode mean, count, min, max"
20191121,22hr,2.388560931436966,"['in_out', 'latitude', 'longitude', 'ride_6_7', 'ride_7_8', 'ride_8_9', 'ride_9_10', 'ride_10_11', 'ride_11_12', 'ride_6_12', 'takeoff_6_7', 'takeoff_7_8', 'takeoff_8_9', 'takeoff_9_10', 'takeoff_10_11', 'takeoff_11_12', 'takeoff_6_12', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'dis_jejusi', 'dis_seoquipo', 'day_type_1', 'day_type_2', 'day_type_3', 'bus_route_id_freq', 'station_code_freq', 'station_name_freq', 'high_move_0', 'high_move_1', 'high_move_2', 'high_move_3', 'dis_1', 'dis_2', 'dis_3', 'move_18_20', 'bus_route_id_ride_6_12_count_morning', 'bus_route_id_ride_6_12_max_morning', 'bus_route_id_ride_6_12_mean_morning', 'bus_route_id_ride_6_12_min_morning', 'station_code_ride_6_12_count_morning', 'station_code_ride_6_12_max_morning', 'station_code_ride_6_12_mean_morning', 'station_code_ride_6_12_min_morning', 'station_name_ride_6_12_count_morning', 'station_name_ride_6_12_max_morning', 'station_name_ride_6_12_mean_morning', 'station_name_ride_6_12_min_morning', 'station_code_takeoff_6_12_mean_morning', 'station_code_takeoff_6_12_max_morning', 'station_code_takeoff_6_12_min_morning', 'station_code_takeoff_6_12_count_morning', 'station_name_takeoff_6_12_mean_morning', 'station_name_takeoff_6_12_max_morning', 'station_name_takeoff_6_12_min_morning', 'station_name_takeoff_6_12_count_morning', 'bus_route_id_takeoff_6_12_mean_morning', 'bus_route_id_takeoff_6_12_max_morning', 'bus_route_id_takeoff_6_12_min_morning', 'bus_route_id_takeoff_6_12_count_morning', 'inout_bus_route_id_freq', 'inout_bus_route_id_ride_6_12_mean', 'inout_bus_route_id_ride_6_12_min', 'inout_bus_route_id_ride_6_12_max', 'inout_bus_route_id_ride_6_12_sum', 'inout_bus_route_id_takeoff_6_12_mean', 'inout_bus_route_id_takeoff_6_12_min', 'inout_bus_route_id_takeoff_6_12_max', 'inout_bus_route_id_takeoff_6_12_sum', 'weekday_var_ride_6_12_mean_station', 'weekday_var_ride_6_12_max_station', 'weekday_var_ride_6_12_min_station', 'weekday_var_ride_6_12_count_station', 'weekday_var_takeoff_6_12_mean_station', 'weekday_var_takeoff_6_12_max_station', 'weekday_var_takeoff_6_12_min_station', 'weekday_var_takeoff_6_12_count_station', 'time_interval_ride']",rf,n_estimatior : 100,time interval ride on bus_route_id + weekday var takeoff
20191124,22hr,2.37541538391948,"['in_out', 'latitude', 'longitude', 'ride_6_7', 'ride_7_8', 'ride_8_9', 'ride_9_10', 'ride_10_11', 'ride_11_12', 'ride_6_12', 'takeoff_6_7', 'takeoff_7_8', 'takeoff_8_9', 'takeoff_9_10', 'takeoff_10_11', 'takeoff_11_12', 'takeoff_6_12', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'dis_jejusi', 'dis_seoquipo', 'day_type_1', 'day_type_2', 'day_type_3', 'bus_route_id_freq', 'station_code_freq', 'station_name_freq', 'high_move_0', 'high_move_1', 'high_move_2', 'high_move_3', 'dis_1', 'dis_2', 'dis_3', 'move_18_20', 'bus_route_id_ride_6_12_count_morning', 'bus_route_id_ride_6_12_max_morning', 'bus_route_id_ride_6_12_mean_morning', 'bus_route_id_ride_6_12_min_morning', 'station_code_ride_6_12_count_morning', 'station_code_ride_6_12_max_morning', 'station_code_ride_6_12_mean_morning', 'station_code_ride_6_12_min_morning', 'station_name_ride_6_12_count_morning', 'station_name_ride_6_12_max_morning', 'station_name_ride_6_12_mean_morning', 'station_name_ride_6_12_min_morning', 'station_code_takeoff_6_12_mean_morning', 'station_code_takeoff_6_12_max_morning', 'station_code_takeoff_6_12_min_morning', 'station_code_takeoff_6_12_count_morning', 'station_name_takeoff_6_12_mean_morning', 'station_name_takeoff_6_12_max_morning', 'station_name_takeoff_6_12_min_morning', 'station_name_takeoff_6_12_count_morning', 'bus_route_id_takeoff_6_12_mean_morning', 'bus_route_id_takeoff_6_12_max_morning', 'bus_route_id_takeoff_6_12_min_morning', 'bus_route_id_takeoff_6_12_count_morning', 'inout_bus_route_id_freq', 'inout_bus_route_id_ride_6_12_mean', 'inout_bus_route_id_ride_6_12_min', 'inout_bus_route_id_ride_6_12_max', 'inout_bus_route_id_ride_6_12_sum', 'inout_bus_route_id_takeoff_6_12_mean', 'inout_bus_route_id_takeoff_6_12_min', 'inout_bus_route_id_takeoff_6_12_max', 'inout_bus_route_id_takeoff_6_12_sum']",rf,n_estimatior : 100,11th experiment + xgb
20191125,13hr,2.4230972501863834,"['in_out', 'latitude', 'longitude', 'ride_6_7', 'ride_7_8', 'ride_8_9', 'ride_9_10', 'ride_10_11', 'ride_11_12', 'ride_6_12', 'takeoff_6_7', 'takeoff_7_8', 'takeoff_8_9', 'takeoff_9_10', 'takeoff_10_11', 'takeoff_11_12', 'takeoff_6_12', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'dis_jejusi', 'dis_seoquipo', 'day_type_1', 'day_type_2', 'day_type_3', 'bus_route_id_freq', 'station_code_freq', 'station_name_freq', 'high_move_0', 'high_move_1', 'high_move_2', 'high_move_3', 'dis_1', 'dis_2', 'dis_3', 'move_18_20', 'bus_route_id_ride_6_12_count_morning', 'bus_route_id_ride_6_12_max_morning', 'bus_route_id_ride_6_12_mean_morning', 'bus_route_id_ride_6_12_min_morning', 'station_code_ride_6_12_count_morning', 'station_code_ride_6_12_max_morning', 'station_code_ride_6_12_mean_morning', 'station_code_ride_6_12_min_morning', 'station_name_ride_6_12_count_morning', 'station_name_ride_6_12_max_morning', 'station_name_ride_6_12_mean_morning', 'station_name_ride_6_12_min_morning', 'station_code_takeoff_6_12_mean_morning', 'station_code_takeoff_6_12_max_morning', 'station_code_takeoff_6_12_min_morning', 'station_code_takeoff_6_12_count_morning', 'station_name_takeoff_6_12_mean_morning', 'station_name_takeoff_6_12_max_morning', 'station_name_takeoff_6_12_min_morning', 'station_name_takeoff_6_12_count_morning', 'bus_route_id_takeoff_6_12_mean_morning', 'bus_route_id_takeoff_6_12_max_morning', 'bus_route_id_takeoff_6_12_min_morning', 'bus_route_id_takeoff_6_12_count_morning', 'inout_bus_route_id_freq', 'inout_bus_route_id_ride_6_12_mean', 'inout_bus_route_id_ride_6_12_min', 'inout_bus_route_id_ride_6_12_max', 'inout_bus_route_id_ride_6_12_sum', 'inout_bus_route_id_takeoff_6_12_mean', 'inout_bus_route_id_takeoff_6_12_min', 'inout_bus_route_id_takeoff_6_12_max', 'inout_bus_route_id_takeoff_6_12_sum', 'takeoff_6_12_y']",rf,n_estimatior : 100,11th experiment + 7~12 takeoff -> 18~20 ride
20191125,18hr,2.3961905739216456,"['in_out', 'latitude', 'longitude', 'ride_6_7', 'ride_7_8', 'ride_8_9', 'ride_9_10', 'ride_10_11', 'ride_11_12', 'ride_6_12', 'takeoff_6_7', 'takeoff_7_8', 'takeoff_8_9', 'takeoff_9_10', 'takeoff_10_11', 'takeoff_11_12', 'takeoff_6_12', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'dis_jejusi', 'dis_seoquipo', 'day_type_1', 'day_type_2', 'day_type_3', 'bus_route_id_freq', 'station_code_freq', 'station_name_freq', 'high_move_0', 'high_move_1', 'high_move_2', 'high_move_3', 'dis_1', 'dis_2', 'dis_3', 'move_18_20', 'bus_route_id_ride_6_12_count_morning', 'bus_route_id_ride_6_12_max_morning', 'bus_route_id_ride_6_12_mean_morning', 'bus_route_id_ride_6_12_min_morning', 'station_code_ride_6_12_count_morning', 'station_code_ride_6_12_max_morning', 'station_code_ride_6_12_mean_morning', 'station_code_ride_6_12_min_morning', 'station_name_ride_6_12_count_morning', 'station_name_ride_6_12_max_morning', 'station_name_ride_6_12_mean_morning', 'station_name_ride_6_12_min_morning', 'station_code_takeoff_6_12_mean_morning', 'station_code_takeoff_6_12_max_morning', 'station_code_takeoff_6_12_min_morning', 'station_code_takeoff_6_12_count_morning', 'station_name_takeoff_6_12_mean_morning', 'station_name_takeoff_6_12_max_morning', 'station_name_takeoff_6_12_min_morning', 'station_name_takeoff_6_12_count_morning', 'bus_route_id_takeoff_6_12_mean_morning', 'bus_route_id_takeoff_6_12_max_morning', 'bus_route_id_takeoff_6_12_min_morning', 'bus_route_id_takeoff_6_12_count_morning', 'inout_bus_route_id_freq', 'inout_bus_route_id_ride_6_12_mean', 'inout_bus_route_id_ride_6_12_min', 'inout_bus_route_id_ride_6_12_max', 'inout_bus_route_id_ride_6_12_sum', 'inout_bus_route_id_takeoff_6_12_mean', 'inout_bus_route_id_takeoff_6_12_min', 'inout_bus_route_id_takeoff_6_12_max', 'inout_bus_route_id_takeoff_6_12_sum', 'station_code_mean_target_encoding', 'station_code_max_target_encoding', 'station_code_min_target_encoding']",rf,n_estimatior : 100,"11th experiment station_code mean,min,max encoding"
20191125,20hr,2.387367916144832,"['in_out', 'latitude', 'longitude', 'ride_6_7', 'ride_7_8', 'ride_8_9', 'ride_9_10', 'ride_10_11', 'ride_11_12', 'ride_6_12', 'takeoff_6_7', 'takeoff_7_8', 'takeoff_8_9', 'takeoff_9_10', 'takeoff_10_11', 'takeoff_11_12', 'takeoff_6_12', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'dis_jejusi', 'dis_seoquipo', 'day_type_1', 'day_type_2', 'day_type_3', 'bus_route_id_freq', 'station_code_freq', 'station_name_freq', 'high_move_0', 'high_move_1', 'high_move_2', 'high_move_3', 'dis_1', 'dis_2', 'dis_3', 'move_18_20', 'bus_route_id_ride_6_12_count_morning', 'bus_route_id_ride_6_12_max_morning', 'bus_route_id_ride_6_12_mean_morning', 'bus_route_id_ride_6_12_min_morning', 'station_code_ride_6_12_count_morning', 'station_code_ride_6_12_max_morning', 'station_code_ride_6_12_mean_morning', 'station_code_ride_6_12_min_morning', 'station_name_ride_6_12_count_morning', 'station_name_ride_6_12_max_morning', 'station_name_ride_6_12_mean_morning', 'station_name_ride_6_12_min_morning', 'station_code_takeoff_6_12_mean_morning', 'station_code_takeoff_6_12_max_morning', 'station_code_takeoff_6_12_min_morning', 'station_code_takeoff_6_12_count_morning', 'station_name_takeoff_6_12_mean_morning', 'station_name_takeoff_6_12_max_morning', 'station_name_takeoff_6_12_min_morning', 'station_name_takeoff_6_12_count_morning', 'bus_route_id_takeoff_6_12_mean_morning', 'bus_route_id_takeoff_6_12_max_morning', 'bus_route_id_takeoff_6_12_min_morning', 'bus_route_id_takeoff_6_12_count_morning', 'inout_bus_route_id_freq', 'inout_bus_route_id_ride_6_12_mean', 'inout_bus_route_id_ride_6_12_min', 'inout_bus_route_id_ride_6_12_max', 'inout_bus_route_id_ride_6_12_sum', 'inout_bus_route_id_takeoff_6_12_mean', 'inout_bus_route_id_takeoff_6_12_min', 'inout_bus_route_id_takeoff_6_12_max', 'inout_bus_route_id_takeoff_6_12_sum', 'diff_ride_takeoff', 'station_code_mean_target_encoding', 'station_code_max_target_encoding', 'station_code_min_target_encoding']",rf,n_estimatior : 100,17th experiment + diff_ride_takeoff
20191125,22hr,2.385373757636337,"['in_out', 'latitude', 'longitude', 'ride_6_7', 'ride_7_8', 'ride_8_9', 'ride_9_10', 'ride_10_11', 'ride_11_12', 'ride_6_12', 'takeoff_6_7', 'takeoff_7_8', 'takeoff_8_9', 'takeoff_9_10', 'takeoff_10_11', 'takeoff_11_12', 'takeoff_6_12', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'dis_jejusi', 'dis_seoquipo', 'day_type_1', 'day_type_2', 'day_type_3', 'bus_route_id_freq', 'station_code_freq', 'station_name_freq', 'high_move_0', 'high_move_1', 'high_move_2', 'high_move_3', 'dis_1', 'dis_2', 'dis_3', 'move_18_20', 'bus_route_id_ride_6_12_count_morning', 'bus_route_id_ride_6_12_max_morning', 'bus_route_id_ride_6_12_mean_morning', 'bus_route_id_ride_6_12_min_morning', 'station_code_ride_6_12_count_morning', 'station_code_ride_6_12_max_morning', 'station_code_ride_6_12_mean_morning', 'station_code_ride_6_12_min_morning', 'station_name_ride_6_12_count_morning', 'station_name_ride_6_12_max_morning', 'station_name_ride_6_12_mean_morning', 'station_name_ride_6_12_min_morning', 'station_code_takeoff_6_12_mean_morning', 'station_code_takeoff_6_12_max_morning', 'station_code_takeoff_6_12_min_morning', 'station_code_takeoff_6_12_count_morning', 'station_name_takeoff_6_12_mean_morning', 'station_name_takeoff_6_12_max_morning', 'station_name_takeoff_6_12_min_morning', 'station_name_takeoff_6_12_count_morning', 'bus_route_id_takeoff_6_12_mean_morning', 'bus_route_id_takeoff_6_12_max_morning', 'bus_route_id_takeoff_6_12_min_morning', 'bus_route_id_takeoff_6_12_count_morning', 'inout_bus_route_id_freq', 'inout_bus_route_id_ride_6_12_mean', 'inout_bus_route_id_ride_6_12_min', 'inout_bus_route_id_ride_6_12_max', 'inout_bus_route_id_ride_6_12_sum', 'inout_bus_route_id_takeoff_6_12_mean', 'inout_bus_route_id_takeoff_6_12_min', 'inout_bus_route_id_takeoff_6_12_max', 'inout_bus_route_id_takeoff_6_12_sum', 'diff_ride_takeoff', 'station_code_mean_target_encoding', 'station_code_max_target_encoding', 'station_code_min_target_encoding', 'bus_route_id_mean_target_encoding', 'bus_route_id_max_target_encoding', 'bus_route_id_min_target_encoding', 'code_num_per_name_mean_target_encoding', 'code_num_per_name_max_target_encoding', 'code_num_per_name_min_target_encoding', 'bus_route_id_station_code_concat_mean_target_encoding', 'bus_route_id_station_code_concat_max_target_encoding', 'bus_route_id_station_code_concat_min_target_encoding']",rf,n_estimatior : 100,"18th experiment + bus_route_id,code_num_per_name,bus_route_id_station_Code_concat target encoding"
20191126,1hr,2.396778092592168,"['in_out', 'latitude', 'longitude', 'ride_6_7', 'ride_7_8', 'ride_8_9', 'ride_9_10', 'ride_10_11', 'ride_11_12', 'ride_6_12', 'takeoff_6_7', 'takeoff_7_8', 'takeoff_8_9', 'takeoff_9_10', 'takeoff_10_11', 'takeoff_11_12', 'takeoff_6_12', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'dis_jejusi', 'dis_seoquipo', 'day_type_1', 'day_type_2', 'day_type_3', 'bus_route_id_freq', 'station_code_freq', 'station_name_freq', 'high_move_0', 'high_move_1', 'high_move_2', 'high_move_3', 'dis_1', 'dis_2', 'dis_3', 'move_18_20', 'bus_route_id_ride_6_12_count_morning', 'bus_route_id_ride_6_12_max_morning', 'bus_route_id_ride_6_12_mean_morning', 'bus_route_id_ride_6_12_min_morning', 'station_code_ride_6_12_count_morning', 'station_code_ride_6_12_max_morning', 'station_code_ride_6_12_mean_morning', 'station_code_ride_6_12_min_morning', 'station_name_ride_6_12_count_morning', 'station_name_ride_6_12_max_morning', 'station_name_ride_6_12_mean_morning', 'station_name_ride_6_12_min_morning', 'station_code_takeoff_6_12_mean_morning', 'station_code_takeoff_6_12_max_morning', 'station_code_takeoff_6_12_min_morning', 'station_code_takeoff_6_12_count_morning', 'station_name_takeoff_6_12_mean_morning', 'station_name_takeoff_6_12_max_morning', 'station_name_takeoff_6_12_min_morning', 'station_name_takeoff_6_12_count_morning', 'bus_route_id_takeoff_6_12_mean_morning', 'bus_route_id_takeoff_6_12_max_morning', 'bus_route_id_takeoff_6_12_min_morning', 'bus_route_id_takeoff_6_12_count_morning', 'inout_bus_route_id_freq', 'inout_bus_route_id_ride_6_12_mean', 'inout_bus_route_id_ride_6_12_min', 'inout_bus_route_id_ride_6_12_max', 'inout_bus_route_id_ride_6_12_sum', 'inout_bus_route_id_takeoff_6_12_mean', 'inout_bus_route_id_takeoff_6_12_min', 'inout_bus_route_id_takeoff_6_12_max', 'inout_bus_route_id_takeoff_6_12_sum', 'diff_ride_takeoff', 'vhc_id_num', 'vhc_id_num_freq', 'station_code_mean_target_encoding', 'station_code_max_target_encoding', 'station_code_min_target_encoding', 'bus_route_id_mean_target_encoding', 'bus_route_id_max_target_encoding', 'bus_route_id_min_target_encoding', 'code_num_per_name_mean_target_encoding', 'code_num_per_name_max_target_encoding', 'code_num_per_name_min_target_encoding', 'bus_route_id_station_code_concat_mean_target_encoding', 'bus_route_id_station_code_concat_max_target_encoding', 'bus_route_id_station_code_concat_min_target_encoding', 'vhc_id_num_mean_target_encoding', 'vhc_id_num_max_target_encoding', 'vhc_id_num_min_target_encoding']",rf,n_estimatior : 100,"19th experiment + vhc_id num & vhc_id_num freq, target encoding"
20191126,11hr,2.3796432036745463,"['in_out', 'latitude', 'longitude', 'ride_6_7', 'ride_7_8', 'ride_8_9', 'ride_9_10', 'ride_10_11', 'ride_11_12', 'ride_6_12', 'takeoff_6_7', 'takeoff_7_8', 'takeoff_8_9', 'takeoff_9_10', 'takeoff_10_11', 'takeoff_11_12', 'takeoff_6_12', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'dis_jejusi', 'dis_seoquipo', 'day_type_1', 'day_type_2', 'day_type_3', 'bus_route_id_freq', 'station_code_freq', 'station_name_freq', 'high_move_0', 'high_move_1', 'high_move_2', 'high_move_3', 'dis_1', 'dis_2', 'dis_3', 'move_18_20', 'bus_route_id_ride_6_12_count_morning', 'bus_route_id_ride_6_12_max_morning', 'bus_route_id_ride_6_12_mean_morning', 'bus_route_id_ride_6_12_min_morning', 'station_code_ride_6_12_count_morning', 'station_code_ride_6_12_max_morning', 'station_code_ride_6_12_mean_morning', 'station_code_ride_6_12_min_morning', 'station_name_ride_6_12_count_morning', 'station_name_ride_6_12_max_morning', 'station_name_ride_6_12_mean_morning', 'station_name_ride_6_12_min_morning', 'station_code_takeoff_6_12_mean_morning', 'station_code_takeoff_6_12_max_morning', 'station_code_takeoff_6_12_min_morning', 'station_code_takeoff_6_12_count_morning', 'station_name_takeoff_6_12_mean_morning', 'station_name_takeoff_6_12_max_morning', 'station_name_takeoff_6_12_min_morning', 'station_name_takeoff_6_12_count_morning', 'bus_route_id_takeoff_6_12_mean_morning', 'bus_route_id_takeoff_6_12_max_morning', 'bus_route_id_takeoff_6_12_min_morning', 'bus_route_id_takeoff_6_12_count_morning', 'inout_bus_route_id_freq', 'inout_bus_route_id_ride_6_12_mean', 'inout_bus_route_id_ride_6_12_min', 'inout_bus_route_id_ride_6_12_max', 'inout_bus_route_id_ride_6_12_sum', 'inout_bus_route_id_takeoff_6_12_mean', 'inout_bus_route_id_takeoff_6_12_min', 'inout_bus_route_id_takeoff_6_12_max', 'inout_bus_route_id_takeoff_6_12_sum', 'diff_ride_takeoff', 'station_code_mean_target_encoding', 'station_code_max_target_encoding', 'station_code_min_target_encoding', 'bus_route_id_mean_target_encoding', 'bus_route_id_max_target_encoding', 'bus_route_id_min_target_encoding', 'code_num_per_name_mean_target_encoding', 'code_num_per_name_max_target_encoding', 'code_num_per_name_min_target_encoding', 'bus_route_id_station_code_concat_mean_target_encoding', 'bus_route_id_station_code_concat_max_target_encoding', 'bus_route_id_station_code_concat_min_target_encoding']",rf,n_estimatior : 100,feature_imporatnce
